id,problem,solution
796,"[[null,null,1,9,null,null,null,7,null],[null,null,null,null,null,5,null,null,null],[null,null,null,null,4,null,9,null,6],[9,2,null,null,null,null,3,null,4],[3,null,null,2,null,null,null,null,null],[null,null,null,null,null,6,null,null,null],[8,null,6,3,null,4,null,null,2],[null,7,5,null,null,1,4,null,3],[null,null,null,null,null,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,9,6,3,7,4,5,1,2],[2,7,5,6,9,1,4,8,3],[1,4,3,8,5,2,6,9,7]]"
797,"[[4,null,null,null,null,null,2,null,null],[6,null,9,null,2,5,null,null,null],[7,null,null,null,null,8,null,null,6],[null,null,8,5,null,null,null,6,null],[null,null,null,null,null,null,7,5,null],[null,1,null,null,3,null,null,null,null],[null,9,null,null,null,null,null,1,2],[null,7,null,null,null,null,4,9,null],[null,null,null,6,null,2,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,9,5,3,7,4,6,1,2],[2,7,6,8,5,1,4,9,3],[1,4,3,6,9,2,5,8,7]]"
798,"[[null,8,null,9,null,null,null,null,null],[6,null,null,null,null,5,1,null,null],[null,null,null,1,null,null,9,null,null],[null,2,null,null,1,null,3,null,null],[null,null,null,null,null,9,7,5,null],[null,null,null,4,null,6,null,null,null],[null,null,5,null,7,null,null,null,2],[null,null,3,null,null,null,null,8,null],[1,null,6,null,null,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,9,5,3,7,4,6,1,2],[2,4,3,6,9,1,5,8,7],[1,7,6,8,5,2,4,9,3]]"
799,"[[null,null,null,null,6,null,null,null,5],[null,null,null,7,null,5,1,4,8],[7,null,null,null,null,8,9,null,null],[null,null,8,null,null,null,null,null,null],[null,6,null,null,null,null,7,null,null],[null,1,null,4,null,null,null,null,null],[8,9,null,null,null,null,null,null,null],[null,null,null,null,5,2,4,null,null],[2,null,3,null,9,null,null,8,7]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,9,5,3,7,4,6,1,2],[1,7,6,8,5,2,4,9,3],[2,4,3,6,9,1,5,8,7]]"
800,"[[4,8,null,9,6,null,null,null,null],[6,null,null,null,null,null,null,null,null],[null,null,2,null,null,null,null,3,null],[null,null,8,null,null,7,3,null,null],[null,null,null,null,null,null,7,5,null],[null,null,null,null,null,null,null,2,9],[null,null,5,null,7,4,null,null,null],[null,null,3,null,9,null,5,8,null],[null,7,null,null,null,1,null,9,3]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,9,5,3,7,4,6,1,2],[1,4,3,6,9,2,5,8,7],[2,7,6,8,5,1,4,9,3]]"
801,"[[null,null,null,9,6,null,null,null,5],[null,null,null,null,null,5,null,null,null],[null,5,2,1,null,null,9,3,null],[null,null,8,null,1,null,null,null,4],[3,null,null,2,null,null,null,5,1],[null,null,null,null,null,null,null,null,null],[8,null,null,null,7,null,4,null,null],[1,null,6,null,null,4,null,null,null],[null,4,3,null,null,null,null,9,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,9,5,6,7,2,4,1,3],[1,7,6,3,9,4,5,8,2],[2,4,3,8,5,1,6,9,7]]"
802,"[[null,null,null,null,null,null,2,null,null],[null,null,null,7,2,5,1,null,null],[7,null,null,null,4,null,null,3,null],[9,null,null,null,1,null,null,null,null],[3,null,null,2,null,9,null,null,1],[null,null,null,4,null,6,null,null,null],[null,null,null,null,null,null,4,null,null],[null,7,null,null,5,null,null,9,null],[null,null,6,null,null,1,null,8,7]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,9,5,6,7,2,4,1,3],[1,7,3,8,5,4,6,9,2],[2,4,6,3,9,1,5,8,7]]"
803,"[[null,8,null,null,null,3,null,null,null],[6,3,null,null,null,null,null,4,null],[null,5,null,null,null,8,9,null,null],[null,null,8,null,null,7,3,null,null],[null,null,4,2,null,9,null,5,null],[null,null,null,4,null,null,null,2,null],[null,null,null,6,7,null,null,null,3],[2,null,null,null,null,null,null,null,null],[1,null,null,null,null,null,null,8,2]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,9,5,6,7,2,4,1,3],[2,4,3,8,5,1,6,9,7],[1,7,6,3,9,4,5,8,2]]"
804,"[[null,null,1,9,6,null,2,7,null],[null,null,null,null,null,5,null,null,null],[null,null,2,null,null,8,9,null,6],[null,null,null,null,1,null,null,null,4],[3,6,null,2,8,null,null,null,1],[5,null,null,null,null,null,null,null,null],[null,9,null,6,null,null,4,null,3],[null,null,null,3,null,1,null,null,null],[null,null,null,null,null,null,null,9,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,9,5,6,7,2,4,1,3],[2,4,6,3,9,1,5,8,7],[1,7,3,8,5,4,6,9,2]]"
805,"[[null,8,null,null,null,null,null,7,5],[6,null,null,7,2,null,null,null,null],[null,5,null,1,null,null,9,null,null],[null,null,null,null,null,null,null,6,null],[null,null,null,null,null,9,null,5,1],[null,null,7,4,null,6,null,2,null],[1,9,null,null,null,null,null,null,null],[null,null,3,6,null,null,null,null,null],[2,7,null,null,null,null,4,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[1,9,5,3,7,4,6,8,2],[8,4,3,6,9,2,5,1,7],[2,7,6,8,5,1,4,9,3]]"
806,"[[4,null,null,9,null,null,null,7,null],[null,3,null,null,null,null,null,null,null],[null,5,2,null,null,null,null,null,null],[9,null,null,null,null,7,3,6,null],[null,null,4,null,null,null,null,null,null],[null,null,null,4,null,6,8,2,null],[null,null,null,null,7,null,null,8,null],[null,7,null,null,5,1,null,null,null],[null,null,3,null,9,null,5,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[1,9,5,3,7,4,6,8,2],[2,7,6,8,5,1,4,9,3],[8,4,3,6,9,2,5,1,7]]"
807,"[[null,null,1,null,null,null,null,null,null],[null,null,9,null,null,5,null,null,null],[null,null,null,null,4,null,9,3,6],[null,null,null,null,1,null,null,null,null],[null,6,4,null,null,null,7,5,null],[5,null,null,null,3,null,null,null,null],[1,null,5,null,7,null,4,null,null],[2,null,null,8,5,null,null,null,null],[null,null,null,3,null,4,null,null,2]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[1,9,5,6,7,2,4,8,3],[2,4,3,8,5,1,6,9,7],[8,7,6,3,9,4,5,1,2]]"
808,"[[null,8,null,null,null,null,null,null,5],[null,3,9,7,null,null,null,null,null],[null,5,null,1,4,null,null,3,null],[null,2,null,null,1,null,null,null,4],[null,null,null,null,null,null,7,null,null],[5,1,null,null,null,6,null,2,null],[null,null,null,null,null,2,4,null,null],[null,null,null,3,9,4,5,1,2],[null,null,null,null,5,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[1,9,5,6,7,2,4,8,3],[8,7,6,3,9,4,5,1,2],[2,4,3,8,5,1,6,9,7]]"
809,"[[null,8,null,9,null,null,2,null,5],[6,3,null,7,null,null,null,null,null],[null,null,null,null,null,null,null,null,null],[null,null,null,null,null,null,3,null,null],[3,6,null,null,8,null,7,null,null],[5,null,null,null,null,6,null,null,null],[1,9,null,null,5,null,null,8,null],[null,null,null,3,null,4,null,null,2],[null,null,null,null,null,1,6,9,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[1,9,3,6,5,2,4,8,7],[8,7,6,3,9,4,5,1,2],[2,4,5,8,7,1,6,9,3]]"
810,"[[4,null,null,null,6,null,2,null,null],[null,null,null,null,2,5,null,4,null],[null,5,null,1,null,null,null,3,6],[null,null,8,5,null,7,null,null,4],[3,6,null,null,8,null,null,null,1],[null,null,null,4,null,null,null,null,null],[null,9,null,null,null,2,null,null,7],[8,null,null,null,null,null,null,null,null],[2,null,6,null,null,null,null,9,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[1,9,3,6,5,2,4,8,7],[8,7,5,3,9,4,6,1,2],[2,4,6,8,7,1,5,9,3]]"
811,"[[null,8,null,null,6,null,null,null,null],[6,3,9,null,null,5,null,4,null],[null,null,null,1,null,null,null,null,null],[null,2,null,null,null,null,null,6,4],[null,null,4,null,8,9,null,null,null],[null,null,null,null,null,null,null,null,null],[null,null,null,null,null,null,null,8,null],[null,null,null,null,7,null,null,9,2],[null,7,6,null,null,4,null,1,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[1,9,3,6,5,2,4,8,7],[8,4,5,3,7,1,6,9,2],[2,7,6,8,9,4,5,1,3]]"
812,"[[null,null,null,null,6,null,2,7,null],[null,3,null,null,null,5,null,null,null],[null,5,null,null,null,8,9,null,null],[9,null,null,null,1,null,3,6,null],[null,null,4,null,null,9,null,null,null],[null,null,7,4,null,null,null,2,null],[1,null,3,null,null,null,null,null,7],[null,4,null,null,null,null,null,null,null],[2,null,5,null,9,null,null,1,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[1,9,3,6,5,2,4,8,7],[8,4,6,3,7,1,5,9,2],[2,7,5,8,9,4,6,1,3]]"
813,"[[4,null,null,null,6,null,null,null,5],[6,3,9,null,2,null,null,null,null],[null,null,null,1,4,null,null,null,null],[null,null,null,5,null,7,null,null,4],[null,null,null,2,8,9,null,5,null],[null,1,null,4,null,null,null,null,null],[1,9,null,null,null,null,null,8,null],[null,null,6,null,null,null,null,null,3],[null,7,null,null,null,null,6,1,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[1,9,3,6,5,2,4,8,7],[2,4,6,8,7,1,5,9,3],[8,7,5,3,9,4,6,1,2]]"
814,"[[null,8,1,null,6,null,null,null,null],[null,3,null,null,2,null,null,null,null],[null,null,null,1,null,null,9,3,null],[9,null,null,5,null,null,null,null,null],[null,null,4,null,8,9,null,null,null],[null,1,null,null,null,null,null,2,null],[null,null,null,6,null,null,4,8,null],[2,null,null,null,7,1,null,null,null],[null,null,null,null,null,4,5,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[1,9,3,6,5,2,4,8,7],[2,4,5,8,7,1,6,9,3],[8,7,6,3,9,4,5,1,2]]"
815,"[[null,8,null,9,null,null,null,null,null],[null,null,null,null,null,null,1,null,null],[null,null,2,1,4,null,null,3,null],[null,null,null,null,null,7,null,null,null],[3,null,null,null,null,null,null,5,1],[null,null,null,4,3,null,8,null,null],[null,9,null,6,null,2,null,8,null],[null,7,null,null,null,null,null,null,null],[8,4,null,null,null,null,5,9,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[1,9,3,6,5,2,4,8,7],[2,7,5,8,9,4,6,1,3],[8,4,6,3,7,1,5,9,2]]"
816,"[[4,null,null,null,null,3,null,null,5],[6,3,null,7,2,null,null,null,8],[null,null,null,null,4,null,9,3,null],[9,2,null,null,1,null,null,null,null],[null,null,null,null,null,null,null,null,1],[null,null,null,null,null,null,null,2,null],[null,null,null,null,null,null,null,null,7],[null,7,null,8,null,4,null,1,null],[null,null,5,3,null,null,null,9,2]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[1,9,3,6,5,2,4,8,7],[2,7,6,8,9,4,5,1,3],[8,4,5,3,7,1,6,9,2]]"
817,"[[null,null,null,null,null,3,null,null,null],[null,3,9,7,null,null,null,null,null],[null,null,null,1,null,8,null,null,6],[null,2,8,null,1,null,3,null,null],[null,null,null,null,8,null,7,null,1],[null,null,null,null,null,6,null,null,9],[1,null,null,null,null,null,5,null,null],[2,7,null,null,null,null,4,null,null],[null,4,null,null,9,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[1,9,3,6,7,4,5,8,2],[2,7,6,8,5,1,4,9,3],[8,4,5,3,9,2,6,1,7]]"
818,"[[null,null,null,null,null,null,null,null,null],[null,3,9,null,null,5,1,null,8],[7,null,null,1,null,null,null,3,null],[null,null,null,null,1,null,null,null,4],[null,null,null,2,null,null,7,5,1],[null,null,7,4,3,null,null,null,null],[null,null,3,null,7,null,5,null,null],[8,4,null,null,null,null,null,null,null],[null,null,6,null,null,null,null,9,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[1,9,3,6,7,4,5,8,2],[8,4,5,3,9,2,6,1,7],[2,7,6,8,5,1,4,9,3]]"
819,"[[null,8,1,null,6,3,2,null,null],[6,null,null,null,2,null,null,4,null],[7,null,null,null,null,8,null,null,null],[null,2,8,5,1,null,null,null,4],[null,null,null,null,8,null,7,null,null],[null,1,null,null,null,null,null,null,9],[null,null,6,null,null,null,null,8,null],[null,null,null,null,null,null,6,null,null],[null,null,null,null,9,null,null,null,3]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[1,9,6,3,7,4,5,8,2],[2,4,3,8,5,1,6,9,7],[8,7,5,6,9,2,4,1,3]]"
820,"[[null,8,null,null,null,3,null,null,null],[6,null,null,null,null,null,null,4,null],[null,null,null,null,null,null,9,null,null],[null,null,8,null,null,7,null,null,null],[null,null,null,2,null,null,null,null,1],[null,null,7,4,3,null,null,null,null],[null,9,null,null,null,null,5,null,null],[null,null,null,6,null,2,null,1,3],[2,null,null,null,null,1,6,null,7]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[1,9,6,3,7,4,5,8,2],[8,7,5,6,9,2,4,1,3],[2,4,3,8,5,1,6,9,7]]"
821,"[[4,8,1,null,null,null,null,null,null],[6,null,null,7,null,5,null,4,null],[7,null,null,null,null,null,null,3,null],[9,2,8,null,1,7,null,null,null],[null,null,null,null,null,9,null,null,1],[null,null,null,null,null,6,null,2,null],[null,null,null,null,null,null,4,8,7],[null,null,null,8,null,1,null,null,null],[null,null,3,null,9,null,null,null,2]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[1,9,6,3,5,2,4,8,7],[2,4,5,8,7,1,6,9,3],[8,7,3,6,9,4,5,1,2]]"
822,"[[null,8,1,null,6,null,null,null,null],[null,null,null,null,null,5,null,null,8],[null,5,null,null,4,null,9,3,null],[null,null,8,null,null,null,null,null,4],[null,6,null,2,null,null,7,null,null],[null,null,null,null,null,null,null,null,null],[null,9,null,3,null,null,null,null,null],[2,null,5,8,null,null,6,null,null],[null,null,null,null,null,1,5,null,2]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[1,9,6,3,5,2,4,8,7],[2,7,5,8,9,4,6,1,3],[8,4,3,6,7,1,5,9,2]]"
823,"[[4,null,null,null,null,null,2,7,null],[null,null,null,null,2,5,1,null,null],[7,null,null,null,4,null,null,null,6],[9,2,null,null,null,null,null,null,null],[3,null,null,2,null,null,7,null,1],[null,null,null,null,3,null,null,null,null],[1,null,6,null,null,null,null,null,null],[null,null,null,6,null,null,5,null,null],[null,null,null,8,null,1,null,9,3]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[1,9,6,3,5,2,4,8,7],[8,7,3,6,9,4,5,1,2],[2,4,5,8,7,1,6,9,3]]"
824,"[[4,8,1,null,null,null,null,7,5],[6,null,null,null,2,null,null,null,null],[null,5,null,null,null,null,null,null,6],[null,null,null,null,null,7,null,6,4],[null,null,null,null,null,null,null,null,null],[5,1,null,null,null,6,8,null,null],[1,9,null,3,5,2,4,null,null],[null,null,null,null,null,null,null,9,null],[2,null,null,null,null,4,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[1,9,6,3,5,2,4,8,7],[8,4,3,6,7,1,5,9,2],[2,7,5,8,9,4,6,1,3]]"
825,"[[4,8,null,null,null,3,null,null,null],[null,null,9,null,2,null,1,4,null],[null,null,null,1,null,null,null,null,null],[null,null,null,5,1,7,null,null,null],[3,6,null,null,null,9,null,null,null],[null,1,7,null,null,null,null,null,null],[null,null,null,null,null,null,6,null,null],[null,4,null,null,null,null,null,9,3],[8,null,null,6,5,null,null,null,7]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[1,7,5,3,9,4,6,8,2],[2,4,6,8,7,1,5,9,3],[8,9,3,6,5,2,4,1,7]]"
826,"[[null,null,null,null,null,null,null,null,5],[null,null,null,7,2,null,null,4,null],[7,null,2,null,null,8,9,null,6],[9,null,null,5,null,null,null,null,null],[null,6,null,null,null,null,7,null,1],[null,1,null,null,null,6,null,2,null],[null,null,null,null,null,null,6,null,null],[null,null,3,null,null,null,null,1,null],[null,4,null,null,7,null,5,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[1,7,5,3,9,4,6,8,2],[8,9,3,6,5,2,4,1,7],[2,4,6,8,7,1,5,9,3]]"
827,"[[null,null,1,null,6,null,2,null,null],[null,null,null,null,null,5,1,4,null],[null,null,2,null,null,null,9,null,null],[null,2,8,null,null,null,null,6,4],[3,null,null,null,8,null,null,5,null],[5,1,null,null,null,null,null,null,null],[null,null,null,6,null,null,null,null,3],[null,null,3,null,null,1,null,null,null],[8,null,6,null,7,4,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[1,7,5,6,9,2,4,8,3],[2,4,3,8,5,1,6,9,7],[8,9,6,3,7,4,5,1,2]]"
828,"[[null,8,null,null,null,3,2,null,null],[6,null,9,null,null,null,null,4,null],[7,null,null,1,null,null,null,3,null],[null,2,null,null,null,7,null,null,4],[3,null,null,2,null,null,null,5,1],[null,null,null,null,null,null,null,null,9],[1,null,null,6,null,null,null,null,null],[null,null,3,null,null,4,6,null,null],[null,4,null,3,null,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[1,7,5,6,9,2,4,8,3],[2,9,3,8,5,4,6,1,7],[8,4,6,3,7,1,5,9,2]]"
829,"[[null,null,1,9,null,3,null,null,null],[6,null,null,null,2,null,null,null,null],[null,5,2,null,null,null,null,null,null],[9,null,null,5,null,null,3,6,null],[null,null,null,2,null,null,7,5,1],[null,null,null,4,null,null,null,2,null],[null,null,5,null,null,null,null,null,null],[null,4,null,null,null,1,5,9,null],[null,null,3,null,null,4,null,1,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[1,7,5,6,9,2,4,8,3],[8,4,6,3,7,1,5,9,2],[2,9,3,8,5,4,6,1,7]]"
830,"[[4,null,null,null,6,null,null,7,5],[null,3,null,null,null,null,1,null,null],[null,null,2,null,null,null,null,null,null],[9,null,null,null,null,7,3,null,4],[null,null,4,2,null,null,null,null,null],[null,null,7,null,3,null,null,null,9],[1,null,null,6,null,null,null,8,null],[null,9,null,null,null,4,null,null,2],[null,null,null,8,null,1,null,null,7]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[1,7,5,6,9,2,4,8,3],[8,9,6,3,7,4,5,1,2],[2,4,3,8,5,1,6,9,7]]"
831,"[[4,null,null,null,6,null,null,7,null],[null,3,null,null,2,null,1,null,null],[7,5,null,null,null,null,9,null,null],[null,2,null,null,1,7,null,6,4],[null,null,null,null,8,null,null,null,null],[null,null,null,4,null,6,null,null,null],[null,null,6,3,null,null,null,null,2],[8,null,null,null,5,null,null,null,null],[null,null,null,8,null,null,null,9,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[1,7,6,3,9,4,5,8,2],[8,9,3,6,5,2,4,1,7],[2,4,5,8,7,1,6,9,3]]"
832,"[[null,null,1,null,6,null,null,7,null],[null,null,null,null,null,5,null,null,null],[null,5,2,1,4,8,null,null,null],[9,null,null,null,null,null,3,6,null],[null,6,null,2,null,null,null,null,1],[null,null,7,null,null,null,null,null,null],[null,7,null,null,null,null,5,null,2],[null,null,5,null,null,2,4,1,null],[null,null,null,null,null,null,6,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[1,7,6,3,9,4,5,8,2],[8,9,5,6,7,2,4,1,3],[2,4,3,8,5,1,6,9,7]]"
833,"[[null,8,1,null,null,null,2,null,null],[null,3,null,null,null,null,null,null,null],[null,null,null,null,4,8,9,null,null],[null,2,null,null,null,7,null,null,4],[null,null,null,null,null,9,null,5,null],[null,1,7,null,3,null,null,null,null],[null,null,null,3,null,null,null,null,null],[null,null,null,null,5,null,6,9,7],[null,null,null,null,7,null,4,1,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[1,7,6,3,9,4,5,8,2],[2,4,3,8,5,1,6,9,7],[8,9,5,6,7,2,4,1,3]]"
834,"[[null,null,1,null,null,3,2,7,5],[null,null,null,null,null,null,null,null,null],[null,null,null,1,4,null,null,3,null],[null,null,null,null,null,7,null,null,null],[3,null,null,2,8,9,7,null,null],[5,null,null,null,null,null,null,2,null],[1,7,null,null,9,null,null,null,null],[null,4,null,null,null,null,6,null,null],[null,null,3,null,null,2,4,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[1,7,6,3,9,4,5,8,2],[2,4,5,8,7,1,6,9,3],[8,9,3,6,5,2,4,1,7]]"
